,06cbec87-9334-4ba7-98dd-3153ec769b66,081e8113-878b-4022-8cdf-0bfc6dda5167,22ad31f1-df1a-4f97-8257-b9b75387027c,2434510b-4b97-4d29-92d1-a8c111c4d0b8,2452f2d6-197b-45dd-ab0a-992a1ab8cccf,2553a9ec-9e91-4594-92cb-e95a45580b2c,2631bbc2-340f-4a9a-a752-4cec04e400d2,2bb1023a-5b81-4303-93bc-cb12a3d235c1,2cf4a458-4875-48b9-a84f-9b99b9d0a431,2d5f4ff2-140c-462a-8b95-5a76ea34ecfc,2e323422-ea44-449d-9be7-c0c560a0f2e1,300ccb51-269e-4dad-bbd7-bc4d6f1214bf,31029486-3cd3-4020-ad98-4aff05d029d1,331a2b18-7771-4c8f-babb-5457498c239b,37bb059b-5e8d-42e0-9849-022dce333f74,389a7839-5278-4984-bbc6-7d40b80eec74,3d14145a-752d-4dd5-907f-f375242af193,3e64ba62-388a-44c4-9030-88a74444d90a,3fe7f558-21bf-4ff6-8746-47c0323cafb0,415c5186-549e-44e9-9132-6d158175f5c1,4389ea33-33a4-4982-a079-831f1db05fe0,43d36f77-a78c-4e8e-bc41-245cc7f02ef2,4474409e-95f6-4e6c-b07f-8ea510b81e90,46ed7332-a6b6-4f08-ae6b-4ce2687249fc,47627f78-25a8-49b8-baed-67cc7cb51cc3,4be287a3-4af7-4b0f-93da-1215dbbe7007,4cd53847-8857-4983-ab6f-bbf44a1f863e,4ce2d3cb-b864-40e5-96a5-3e0877928c39,4fb3055e-a3e6-409f-b75b-aa457c4a89bd,5146f581-8c3c-4ddb-a6bf-90392f31cff7,56422f53-2ae2-4b6f-b750-b63ee1e07845,5f4c1d64-d133-4c66-89bc-b35ad29e17b8,60bce0c4-e075-416e-b530-453c6922b587,62e301a3-cc55-44ee-8d66-0cdb6a5d0c0d,6a46c140-d217-4b21-a864-dcc86a03328e,6b34b498-54a0-4051-903e-b9197aa9de94,6cc675f4-9587-41d6-91e3-899f396beab1,6d807f3a-a6f7-4bd1-9559-7d534e353dc6,6e8429bb-4b3a-4f9f-90fd-1714a5be004d,7035b887-e0d1-4c02-af63-02688ffbb884,70891974-6c4a-456b-a56c-3684d6d94556,72ecbbbb-d28d-4a25-96a1-984662445dc9,73f3bb61-7aac-49e3-af05-f2dd383f2102,74293659-a2ab-4c3c-8f72-343b020d30cd,79543249-aeb7-447d-9725-94352e05d41c,7d95baf6-9014-479f-825c-8329b36563da,7da7a7d5-e468-4f10-a91c-c07fd503dc72,7f86a08d-6dd5-4fe9-9472-d02c920c1ff3,83cf8df8-0344-41ec-a14f-761cb61a2216,83ef1d8a-fe41-4801-b538-6bb6b990fabd,8408401e-694d-4008-bd1a-d0d90d78d6f5,8a27105f-d9e0-49ad-84fc-41ff5c010769,8b9f7985-5ef6-485d-959c-fd171563bb8a,8db95983-f362-4452-a960-11964662f0bf,8e5d4ae9-8fb2-45af-aae1-40e41e752b6e,919278a5-6e46-4b47-9a6b-d4022e747c9f,94141fff-971c-4f52-8395-528bde27315a,95381c19-145e-4e11-ab3f-3555b2a07941,96ff7a29-0702-4bf2-a51e-c30b5063cf7e,980bcd07-414b-453e-9d08-9192eb3691d7,98306353-57df-4dac-89d8-6435f4d3fb6a,9a5217aa-9f63-4c33-a507-b5fcd2e8ffdf,9f45ad9e-b71e-4c60-9339-d23440eeb9ec,9f9b965f-1f61-4e93-9afb-80390aafca75,a2b79504-3575-4d94-9af6-c8b119b11e3c,a48897e5-afe2-4878-9f39-28e08c18ddcb,ad765317-0ae5-4394-9861-e51d92a1fcc6,ade771d7-33ad-4f40-b456-f0a9fee988ff,b09d5ed6-293f-4eb8-8466-17829480dcad,b1ba019f-b1ec-4fca-ba4f-a5214a80c769,bcfcf609-ddfe-447a-98fc-c66e9233f0b4,c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,c115ff2f-0c98-4983-bf03-167384d2903e,c3df3a50-2251-45a6-883f-032b8033f52e,c5863af9-c9cd-463d-94a8-8e69adf4f214,c6c9aed7-1f10-439d-88ec-8f5b1b4f748f,cb2e8316-e933-46d4-bc5c-faec0025b694,d3decbad-0acb-4217-99cd-e65ee1a9a9d3,d42e4be4-b29c-47fe-a1b3-8255948344ac,d4948ab5-15b7-42a9-a4d8-4c92da1b486c,d6a9e0ef-4132-46ef-a0f7-d7997a803afe,db1b9299-96df-4fd8-932c-3ad6613bc967,db2f9e6e-c99d-4f6e-8640-8a7f9ee121bc,dd14762c-0ed4-4d5f-aaf3-fded6c619888,de21c2a0-a0e1-4757-a095-0016eb816242,e47d2dca-4d7f-4788-8ee9-e5c35611e94b,ef4899c4-bfed-4167-8c46-2982a90da36a,f0727e5c-5d1e-4ea7-aa00-d6053f839ba3,f308caa4-09a7-467f-8beb-1b6ccce38d25,f3fa5f28-5d69-41fc-a0e8-369ed44442f3,f4dee32c-e6d8-4c67-95a9-f63a4e41f5e8,f527b464-7bb9-45da-bb4d-5aab19eb4f9a,f685a52e-f09f-45e3-b296-668bbb414f9f,f6fcd7a9-a8f0-457c-b9f3-018c8b01391b,f8eb34db-1687-4a4b-802f-8c5bdb2bce45,f93c5b61-46df-44b0-a718-571307f2d308,fae7e454-f146-44cd-a680-3dfc2879df45,fc58c463-84fd-4548-9e91-513ebe48d753,fc895620-c446-471c-972e-18f4ce979e28,fc932934-07d4-4feb-bf60-af1355a4a785
db2f9e6e-c99d-4f6e-8640-8a7f9ee121bc,0.27521232,0.12469921,0.40679526,0.85353434,0.20519468,0.0,0.34105563,0.42378458,0.8930825,0.2243953,0.07438022,0.24511108,0.75400615,0.17965645,0.2446735,0.87480456,0.82233614,0.43858144,0.23058034,0.34367916,0.21224561,0.42397666,0.08105604,0.35107592,0.73495394,0.3811359,0.36197066,0.45280004,0.58475626,0.45834854,0.22254956,0.23791549,0.18363675,0.85057735,0.09526597,0.05164212,0.5993812,0.36461073,0.8181344,0.3009419,0.52087563,0.10488053,0.21539854,0.34334567,0.3851865,0.3862214,0.2850952,0.5250102,0.51353467,0.4724831,0.23081192,0.85540307,0.21238993,0.5112925,0.22107977,0.32884425,0.9077982,0.2778604,0.7454296,0.46021104,0.2979346,0.8394742,0.07595089,0.44316524,0.24231818,0.018511308,0.07212977,0.35829368,0.3023562,0.35440102,0.4612912,0.45511398,0.4888574,0.15531245,0.33113778,0.2668722,0.36556822,0.13130754,0.2513256,0.3968854,0.29739434,0.38012707,1.0,0.7177431,0.32178172,0.36632276,0.27159563,0.69531494,0.8529364,0.4493374,0.25596437,0.22988355,0.20302215,0.42405686,0.516903,0.84523714,0.0,0.38485688,0.22497852,0.49705184
dd14762c-0ed4-4d5f-aaf3-fded6c619888,0.53610307,0.2466837,0.35573906,0.46297225,0.4550745,0.028634442,0.69465667,0.42098677,0.6574356,0.43567914,0.15231004,0.4729626,0.7545521,0.37082002,0.48809218,0.8184991,0.35811794,0.8639723,0.4800499,0.6955681,0.4377157,0.8466041,0.18734165,0.6462127,0.30389056,0.3512073,0.6857827,0.86196864,0.5919973,0.9096915,0.4557197,0.48718488,0.37796554,0.46893173,0.19098574,0.09964785,0.7830956,0.7161106,0.3512658,0.47354123,0.53366745,0.20237586,0.41562974,0.6983262,0.46805245,0.72120667,0.48111135,0.66416913,0.88648045,0.9032935,0.3877115,0.4856365,0.4369556,0.75168175,0.45635438,0.40791398,0.71870995,0.21567145,0.297948,0.91241217,0.5534655,0.4321423,0.14655367,0.8775625,0.46757346,0.0,0.14835724,0.56840515,0.5917565,0.7151084,0.8081547,0.76869345,0.8983731,0.13588363,0.53693986,0.5185411,0.34353647,0.25336903,0.4695587,0.34938514,0.3279129,0.35894066,0.7177431,0.9999999,0.31045255,0.34781548,0.556821,0.7840923,0.47830498,0.89455944,0.5115444,0.47359645,0.40446752,0.8664954,0.5244475,0.35422635,0.0,0.3961713,0.37382132,0.91560686
de21c2a0-a0e1-4757-a095-0016eb816242,0.5145565,0.53653353,0.84527844,0.43304414,0.31813446,0.5005409,0.064627886,0.38788587,0.24651352,0.2329438,0.4872698,0.5320293,0.14009966,0.35704434,0.60029286,0.3793581,0.29332238,0.34054178,0.492127,0.0719803,0.22344,0.3096064,0.47260332,0.14163741,0.5215939,0.833658,0.0,0.2604366,0.59031147,0.18392643,0.67173547,0.5023588,0.3340609,0.46700594,0.48248875,0.58715135,0.1129069,0.46636713,0.29396456,0.70332795,0.29872835,0.67572266,0.67755663,0.08440455,0.87886405,0.4532842,0.37948382,0.72482747,0.21057588,0.27726215,0.3471656,0.429878,0.32000917,0.6856598,0.2572049,0.7438723,0.34804454,0.91726714,0.50286496,0.22137183,0.5449301,0.42164475,0.63325745,0.1850922,0.53570724,0.4934272,0.47102505,0.66785914,0.4812746,0.0,0.27194774,0.21952312,0.18527079,0.78823173,0.7382179,0.19981553,0.8344232,0.6966946,0.3047976,0.8297061,0.98056567,0.83372843,0.32178172,0.31045255,1.0,0.95253974,0.1801298,0.1257688,0.4370147,0.141911,0.5439336,0.3095158,0.33749926,0.10714146,0.3457054,0.30991682,0.50088584,0.8295554,0.33868763,0.34984183
e47d2dca-4d7f-4788-8ee9-e5c35611e94b,0.5980952,0.39559615,0.9145376,0.38937318,0.23026896,0.34146863,0.047686644,0.31240043,0.22272693,0.20111251,0.3336456,0.61955947,0.12658116,0.2447201,0.65437084,0.39114174,0.2650191,0.41024294,0.43196633,0.054195642,0.16581061,0.30735093,0.32281268,0.10043748,0.44096872,0.8926736,0.02203472,0.28090855,0.6524123,0.23265061,0.7106116,0.58248603,0.23035243,0.46003053,0.32798725,0.46329975,0.10201228,0.5516779,0.2655993,0.781447,0.23865145,0.5719144,0.69441617,0.062279146,0.9232637,0.5494741,0.34834298,0.79100126,0.2986458,0.33975226,0.24549991,0.39142823,0.22722492,0.7541728,0.1885501,0.7882156,0.34916016,0.8412771,0.42345738,0.2800157,0.62719005,0.3490973,0.5029096,0.23412518,0.622767,0.3372139,0.32716063,0.6502371,0.5616624,0.0,0.2899342,0.25387633,0.23435108,0.6668536,0.6863283,0.14821693,0.9240351,0.60848683,0.28246292,0.9328929,0.965888,0.9227683,0.36632276,0.34781548,0.95253974,1.0,0.13291144,0.1136331,0.43696314,0.1795048,0.5193075,0.21025535,0.23557279,0.13552442,0.2811128,0.2800123,0.33674318,0.9167083,0.2366739,0.40847895
ef4899c4-bfed-4167-8c46-2982a90da36a,0.4083833,0.54455894,0.011217707,0.30825737,0.8179829,0.35997397,0.90535057,0.6319735,0.3529699,0.92845106,0.56507635,0.34302607,0.619401,0.6745527,0.42479894,0.3587588,0.0,0.5688715,0.6979501,0.899256,0.9733422,0.7111852,0.57258,0.81056625,0.18343522,0.0,0.7611918,0.7987575,0.30825737,0.59077704,0.39302257,0.37032863,0.70000404,0.091566086,0.5367511,0.40609813,0.72749496,0.482927,0.0,0.21057987,0.8515178,0.4892578,0.44211817,0.8954541,0.27136236,0.51393735,0.940691,0.38236317,0.60927683,0.60942566,0.7786964,0.24017307,0.8941178,0.29879674,0.96416104,0.0,0.22791913,0.2728827,0.19473211,0.56619996,0.6042769,0.24534404,0.46059495,0.58222604,0.3391175,0.3684417,0.6470743,0.69585085,0.4835875,0.736876,0.7213922,0.7179817,0.58640766,0.3402085,0.50279343,0.97686094,0.013288376,0.53903294,0.94834983,0.0,0.19422436,0.0,0.27159563,0.556821,0.1801298,0.13291144,0.9999999,0.6950526,0.12295216,0.6662657,0.6591642,0.74260664,0.69308984,0.71322334,0.8510485,0.014654411,0.38836777,0.050493408,0.6821774,0.53314334
f0727e5c-5d1e-4ea7-aa00-d6053f839ba3,0.4075028,0.18294133,0.16447909,0.5995666,0.53467065,0.0,0.85694164,0.58039826,0.7667266,0.50843585,0.19381067,0.3193399,0.98616993,0.46812636,0.3187698,0.6669288,0.39356464,0.64108324,0.49014056,0.86185014,0.55304307,0.7005702,0.21120569,0.83469296,0.33718145,0.17024852,0.8426578,0.7317051,0.4626692,0.69450474,0.2692355,0.33210558,0.4784977,0.46274984,0.23533699,0.05766968,0.9505417,0.51744175,0.389786,0.2520504,0.65888405,0.13664228,0.2806293,0.85665065,0.25750154,0.5217343,0.5487368,0.56534946,0.73016006,0.7035072,0.5369829,0.5360146,0.5534191,0.48800817,0.5760621,0.12623402,0.60117996,0.12248357,0.35794687,0.6588794,0.4050369,0.57602704,0.09895167,0.6497543,0.31570122,0.02067191,0.18794674,0.46271566,0.48396012,0.87596196,0.8852641,0.8778586,0.7346274,0.07540879,0.42779338,0.6493465,0.12061535,0.18247724,0.5530038,0.12867358,0.09963168,0.12644523,0.69531494,0.7840923,0.1257688,0.1136331,0.6950526,1.0,0.48237658,0.7875207,0.50022,0.5922462,0.50839895,0.83435327,0.63544333,0.4220653,0.0,0.181312,0.52108526,0.6519831
f308caa4-09a7-467f-8beb-1b6ccce38d25,0.3496415,0.047438413,0.49713442,0.7906015,0.10616258,0.0,0.12743874,0.26889825,0.86535794,0.100953475,0.043979947,0.33721077,0.5350647,0.0952168,0.34145427,0.7702936,0.93314326,0.24904868,0.19621131,0.14037709,0.11387761,0.16317862,0.045162234,0.11718571,0.7828965,0.47043937,0.13228121,0.17501152,0.7102186,0.15762703,0.31458315,0.33190742,0.10134298,0.964763,0.06273046,0.06870429,0.4321283,0.33306825,0.9187039,0.45088062,0.4757774,0.18991892,0.33989748,0.115224935,0.5002481,0.30617774,0.18707456,0.48989892,0.17640069,0.21093747,0.09702574,0.88443446,0.1179256,0.40696913,0.11704115,0.43863124,0.86015517,0.31399772,0.7983298,0.16712902,0.2948839,0.8163176,0.12034118,0.1567544,0.33780074,0.0335205,0.04018876,0.37263587,0.33046156,0.13385147,0.27578545,0.2697139,0.15690565,0.21835534,0.34264475,0.107764274,0.47069025,0.18342513,0.16470411,0.4769153,0.40774056,0.50003934,0.8529364,0.47830498,0.4370147,0.43696314,0.12295216,0.48237658,1.0,0.15821275,0.25776464,0.10641641,0.1014577,0.16367665,0.48205292,0.9066068,0.024228588,0.4697876,0.09699853,0.26736698
f3fa5f28-5d69-41fc-a0e8-369ed44442f3,0.5682061,0.26311043,0.16496861,0.20035395,0.49771816,0.0,0.84536624,0.40670434,0.42801398,0.47329652,0.18119693,0.48644096,0.72587085,0.43609497,0.48557258,0.56015646,0.0,0.92150444,0.5218288,0.8548975,0.5153986,0.91666126,0.197067,0.785805,0.0,0.17609131,0.8463188,0.93111396,0.42557147,0.9774024,0.43348697,0.48090452,0.44632733,0.12984872,0.23935163,0.09869175,0.8258574,0.75207174,0.0,0.37235418,0.47162658,0.20814312,0.42747426,0.8539602,0.3189462,0.758243,0.5192819,0.5843581,0.9516992,0.9320761,0.45488223,0.15610212,0.5163132,0.6167203,0.5366268,0.15106842,0.39569855,0.096742876,0.0,0.96406275,0.53509736,0.14719662,0.15073013,0.93732923,0.48089826,0.0,0.17536506,0.4525417,0.63782895,0.88776493,0.90567124,0.88556874,0.9688427,0.06948802,0.42665765,0.58751816,0.17099255,0.2650935,0.54023606,0.16938671,0.17487435,0.17834282,0.4493374,0.89455944,0.141911,0.1795048,0.6662657,0.7875207,0.15821275,1.0,0.56442237,0.56116056,0.457855,0.9756496,0.4406001,0.0,0.0,0.23956423,0.44005555,0.9359833
f4dee32c-e6d8-4c67-95a9-f63a4e41f5e8,0.76119876,0.5749513,0.3805952,0.38537848,0.79333276,0.44843602,0.6324108,0.76275986,0.25678656,0.5798422,0.6315145,0.74613166,0.43781424,0.81241316,0.82912374,0.37494093,0.0,0.68643194,0.9538419,0.6329477,0.63816226,0.7682314,0.66728795,0.72184825,0.24192825,0.3869106,0.5691222,0.64008343,0.6623429,0.5364555,0.81982106,0.7629843,0.8449115,0.20429292,0.5799898,0.5734929,0.5567482,0.7385175,0.0,0.6318327,0.56577694,0.7029413,0.8418491,0.57948565,0.5501399,0.7820384,0.6438569,0.58141613,0.5837282,0.64819634,0.8014433,0.27196681,0.78195715,0.5307348,0.690844,0.31422698,0.23412238,0.5636908,0.21348782,0.54695356,0.77265865,0.3114441,0.64397395,0.56478405,0.74500895,0.43448868,0.55795985,0.6487168,0.7959442,0.5128367,0.6246891,0.60583067,0.5321891,0.5525568,0.8318986,0.63073486,0.4114892,0.7596584,0.6746864,0.37217915,0.5507392,0.37792492,0.25596437,0.5115444,0.5439336,0.5193075,0.6591642,0.50022,0.25776464,0.56442237,1.0000001,0.8232964,0.80182415,0.56817806,0.5275408,0.023675999,0.41905087,0.46098214,0.79935527,0.575938
f527b464-7bb9-45da-bb4d-5aab19eb4f9a,0.35121906,0.69302046,0.0,0.4708236,0.9449976,0.5928124,0.7236111,0.9069848,0.29572576,0.67011696,0.788887,0.29689273,0.52427244,0.9828367,0.4183944,0.2732941,0.0,0.48169386,0.9148334,0.7307526,0.70348084,0.7647916,0.7943232,0.8424177,0.3201986,0.0,0.6197926,0.6141207,0.26680005,0.4986999,0.43153036,0.30876106,0.95863605,0.07925142,0.7429494,0.6118524,0.6004137,0.41241157,0.0,0.18225913,0.6227039,0.6258458,0.4865077,0.71010375,0.1904327,0.42964295,0.669839,0.30860958,0.51825243,0.52234495,0.94150233,0.32671112,0.912402,0.25220653,0.79785895,0.0,0.1759926,0.44701082,0.28149468,0.47924212,0.44855636,0.38193795,0.65344304,0.4665475,0.2935098,0.5741782,0.69736075,0.48869014,0.41685748,0.62017035,0.61059976,0.6060916,0.49408865,0.5148135,0.7475971,0.71699584,0.0,0.6336944,0.69081485,0.0,0.2542738,0.0,0.22988355,0.47359645,0.3095158,0.21025535,0.74260664,0.5922462,0.10641641,0.56116056,0.8232964,0.99999994,0.9810186,0.6033257,0.6350781,0.0,0.5561081,0.043702584,0.9608988,0.44971648
f685a52e-f09f-45e3-b296-668bbb414f9f,0.3044423,0.7294911,0.006860797,0.4907804,0.9590001,0.6666676,0.6301708,0.93164,0.23902269,0.66911286,0.8326812,0.25308746,0.45440257,0.98823714,0.40309733,0.23313203,0.009012967,0.396465,0.9147433,0.6360013,0.6826621,0.7002131,0.84235907,0.78162265,0.35412276,0.014202905,0.51769197,0.5529362,0.23769507,0.40850163,0.42416447,0.274287,0.9600389,0.067558214,0.78222233,0.6671346,0.49264193,0.35913816,0.0054196203,0.17989929,0.5981967,0.67540973,0.48461542,0.6172561,0.19394782,0.36155137,0.6514745,0.25066805,0.44103298,0.45886874,0.9619155,0.33749923,0.90423167,0.23653588,0.7806585,0.03350778,0.15488477,0.50227815,0.33056045,0.3943861,0.43082273,0.41333407,0.7058023,0.38140416,0.2502037,0.65590185,0.7405488,0.49830437,0.35327384,0.51230747,0.5024852,0.5045503,0.41522643,0.58935654,0.77698034,0.70038813,0.0,0.6593497,0.67258644,0.0,0.28121346,0.010548636,0.20302215,0.40446752,0.33749926,0.23557279,0.69308984,0.50839895,0.1014577,0.457855,0.80182415,0.9810186,1.0,0.5091865,0.6387692,0.0089627,0.6220956,0.0450975,0.98150045,0.37559462
f6fcd7a9-a8f0-457c-b9f3-018c8b01391b,0.5498134,0.24539977,0.12454974,0.21609333,0.5545639,0.016470235,0.89975953,0.43992195,0.44936025,0.52904046,0.19374661,0.44692808,0.76754284,0.4696589,0.467569,0.53347564,0.013148026,0.86329854,0.5445428,0.90484846,0.5546408,0.885378,0.22342272,0.8367623,0.0,0.13294727,0.9036939,0.9062836,0.40786448,0.9233738,0.40957075,0.46209967,0.47944874,0.119301304,0.26776674,0.08889893,0.868804,0.7280503,0.007906088,0.3658189,0.5042914,0.21617979,0.41324255,0.90780365,0.2941466,0.70619977,0.5512555,0.5752645,0.9076653,0.89896846,0.4906168,0.1798446,0.5544096,0.5903371,0.5779679,0.16293605,0.3866159,0.07303996,0.014182891,0.90228045,0.5401641,0.15876009,0.15203413,0.87760264,0.4418356,0.02054528,0.18826166,0.4892518,0.61362886,0.9473914,0.93943644,0.9354572,0.9186399,0.071734846,0.4622339,0.6450248,0.12909776,0.245668,0.5809048,0.12788537,0.13202848,0.1500354,0.42405686,0.8664954,0.10714146,0.13552442,0.71322334,0.83435327,0.16367665,0.9756496,0.56817806,0.6033257,0.5091865,1.0,0.4979403,0.0,0.01485011,0.19259611,0.47363448,0.8819158
f8eb34db-1687-4a4b-802f-8c5bdb2bce45,0.2928577,0.54939073,0.15500908,0.6042853,0.74437785,0.41603592,0.6746638,0.64059937,0.57045925,0.862492,0.580572,0.22571523,0.60518444,0.6106488,0.33203918,0.5112338,0.417874,0.3743242,0.59975135,0.67738587,0.8783205,0.5205694,0.55885816,0.5979219,0.55609393,0.13370527,0.5096915,0.6328127,0.3815268,0.39394045,0.31228805,0.23473825,0.60126376,0.44184488,0.5529491,0.4393235,0.60094154,0.3637387,0.40815973,0.2347891,0.9211137,0.53924525,0.4033196,0.68362474,0.3981398,0.33653793,0.89219344,0.37986594,0.41346297,0.42105985,0.7040639,0.59263784,0.81095535,0.2977922,0.87746954,0.13879368,0.47954488,0.40849912,0.5903411,0.38032812,0.50100297,0.5712468,0.5041568,0.36645466,0.22314334,0.46404347,0.6710334,0.7272182,0.32483563,0.50694114,0.5349193,0.5410206,0.38903904,0.47674152,0.53014773,0.8591414,0.13261595,0.52128696,0.8760358,0.14147595,0.32863355,0.16881715,0.516903,0.5244475,0.3457054,0.2811128,0.8510485,0.63544333,0.48205292,0.4406001,0.5275408,0.6350781,0.6387692,0.4979403,1.0000001,0.39444983,0.46957427,0.15135954,0.61769074,0.4044402
f93c5b61-46df-44b0-a718-571307f2d308,0.0,0.0,0.37465256,0.83119893,0.0,0.0,0.018402245,0.24980056,0.85233915,0.0,0.0,0.0,0.50577605,0.0,0.012506951,0.7611256,0.9698138,0.0,0.015715403,0.0,0.015269438,0.020086588,0.024222564,0.043996427,0.83087546,0.3278624,0.03720143,0.024144176,0.4329493,0.0,0.0,0.016504895,0.031707004,0.9302435,0.0,0.0,0.34273434,0.0,0.9605025,0.13802163,0.38053322,0.0,0.0,0.0,0.28121212,0.016133606,0.057404116,0.32779348,0.021803528,0.019737015,0.042031765,0.90761364,0.0,0.24192266,0.0,0.31106326,0.86287737,0.24027354,0.8349867,0.0,0.0,0.8808021,0.0,0.035135627,0.0,0.0119857155,0.0,0.20121428,0.0,0.0,0.11283359,0.09108213,0.023446351,0.12898147,0.1786711,0.03371602,0.31335634,0.0,0.0,0.31707478,0.24551031,0.3115837,0.84523714,0.35422635,0.30991682,0.2800123,0.014654411,0.4220653,0.9066068,0.0,0.023675999,0.0,0.0089627,0.0,0.39444983,1.0,0.0,0.2803358,0.028324576,0.06513256
fae7e454-f146-44cd-a680-3dfc2879df45,0.017990377,0.9476087,0.0,0.31722015,0.6036024,0.9664192,0.13934058,0.5860627,0.0,0.49984553,0.92988926,0.0,0.0,0.6434124,0.21781415,0.0,0.020327656,0.0,0.5414317,0.15297565,0.47981954,0.26109523,0.8987171,0.25818196,0.49917564,0.0,0.012675905,0.20893498,0.0,0.0,0.28251424,0.0,0.6032094,0.0,0.95322424,0.9114654,0.0,0.033516936,0.012223297,0.027664166,0.40678197,0.8869877,0.39073125,0.18197992,0.17150177,0.0,0.49602398,0.0,0.0,0.0,0.6524365,0.20114313,0.6234982,0.0,0.53185916,0.0,0.0,0.7528284,0.502508,0.0,0.2254525,0.27768403,0.9518529,0.0,0.0,0.98923,0.9303169,0.37820664,0.0,0.015637636,0.0,0.018255915,0.0,0.903805,0.49022216,0.4292155,0.0,0.8197199,0.47780788,0.0,0.46656948,0.023791172,0.0,0.0,0.50088584,0.33674318,0.38836777,0.0,0.024228588,0.0,0.41905087,0.5561081,0.6220956,0.01485011,0.46957427,0.0,0.99999994,0.0,0.61430854,0.017406331
fc58c463-84fd-4548-9e91-513ebe48d753,0.7259589,0.08104422,0.9746071,0.28470477,0.043598343,0.0,0.052335933,0.13364844,0.23692074,0.05389682,0.018061476,0.7496292,0.20072505,0.039103184,0.7068344,0.41463843,0.25058496,0.50457215,0.30168825,0.057649393,0.046766713,0.26951846,0.018547012,0.06737538,0.23473419,0.9841134,0.058597345,0.2874916,0.7621843,0.2910144,0.73067796,0.7113196,0.041619055,0.4803881,0.014721056,0.16406588,0.15071288,0.66495043,0.2511336,0.8916364,0.14103338,0.3342643,0.68649584,0.047320027,0.94869626,0.6573756,0.22161606,0.84858084,0.36490008,0.4361025,0.06436673,0.29740927,0.048429124,0.8486599,0.048065905,0.8384465,0.36034667,0.62041533,0.24179913,0.34098494,0.6458748,0.2822332,0.2151669,0.29209027,0.7532224,0.010488412,0.016504528,0.5914143,0.6895367,0.048192427,0.3557471,0.3059219,0.31288943,0.40747476,0.56378263,0.059008162,0.9744481,0.39431036,0.17246199,0.9684056,0.8677858,0.9692012,0.38485688,0.3961713,0.8295554,0.9167083,0.050493408,0.181312,0.4697876,0.23956423,0.46098214,0.043702584,0.0450975,0.19259611,0.15135954,0.2803358,0.0,1.0,0.06462105,0.47720128
fc895620-c446-471c-972e-18f4ce979e28,0.3079026,0.7299505,0.021681989,0.52285457,0.93365026,0.65681344,0.60805255,0.9546013,0.23254058,0.65347534,0.8337167,0.27061763,0.48587686,0.9753099,0.4056757,0.21545611,0.0,0.3921007,0.9048572,0.6217537,0.6792739,0.68045205,0.83157635,0.78022,0.3555839,0.044885054,0.49056065,0.54736227,0.24318817,0.39134133,0.42940456,0.28143564,0.94795126,0.07223765,0.7687663,0.6711605,0.4792819,0.34552428,0.0,0.16612914,0.59848887,0.66967833,0.48830974,0.5955912,0.18746571,0.36497205,0.6448794,0.240138,0.4486218,0.45546243,0.9800356,0.32447696,0.8967869,0.23544885,0.7735054,0.0,0.1351892,0.5220555,0.3379786,0.37781882,0.42332894,0.4585766,0.7043773,0.36746043,0.2675341,0.65672874,0.7448999,0.47469378,0.36275083,0.4841443,0.4813769,0.4775023,0.42378682,0.59742695,0.74266255,0.69947827,0.0,0.6726681,0.66348284,0.0,0.28237376,0.0,0.22497852,0.37382132,0.33868763,0.2366739,0.6821774,0.52108526,0.09699853,0.44005555,0.79935527,0.9608988,0.98150045,0.47363448,0.61769074,0.028324576,0.61430854,0.06462105,1.0,0.35423613
fc932934-07d4-4feb-bf60-af1355a4a785,0.67741704,0.26446673,0.40407696,0.21491319,0.4004146,0.0,0.6725749,0.34029788,0.39143538,0.38076735,0.14613208,0.60875434,0.6052284,0.35098678,0.6138683,0.6253054,0.0770563,0.9622019,0.49731523,0.68073666,0.41490415,0.88788056,0.15875122,0.6251011,0.05480946,0.4169016,0.68125236,0.91279435,0.55555797,0.9680739,0.5613152,0.5890173,0.35948431,0.23103543,0.20923916,0.12888084,0.680222,0.8597258,0.07104701,0.57560277,0.40348834,0.29237527,0.56443816,0.6777615,0.543466,0.84281164,0.46651727,0.6951958,0.9434345,0.9503238,0.36595306,0.19286153,0.41589943,0.77723086,0.43189034,0.36286774,0.45905128,0.24460766,0.07065311,0.9786449,0.6114786,0.17481017,0.20114174,0.93958473,0.6042061,0.02408184,0.1412688,0.52318865,0.70942223,0.71528524,0.80966634,0.7842999,0.9556333,0.18950032,0.4959466,0.4705693,0.41072568,0.32537407,0.47745955,0.40686846,0.3951784,0.43739966,0.49705184,0.91560686,0.34984183,0.40847895,0.53314334,0.6519831,0.26736698,0.9359833,0.575938,0.44971648,0.37559462,0.8819158,0.4044402,0.06513256,0.017406331,0.47720128,0.35423613,0.99999994
